Expiration Date,Policy Number,Effective Date,Policy Term,Customer _ Firm Name,"Customer _ Last name, First name",Company,Company Type,Cust #,First Named Insured's City,First Named Insured's State,Writing Company,Company Underwriter,Policy Notation,Policy Status,Policy Type Short Name,Policy Type,Policy Description,Bill Method,Total Cost,Full Term Premium,Policy Executive,Policy Representative,Policy Broker,Policy Division,Policy Branch,Policy Department,Policy Group,Lines of Business,Customer Contact Name,Customer Contact Residence,Customer Contact Business,Customer Contact E-mail,Customer Contact Cell,Business with Agency,Add'l Policy Exec 1,Add'l Policy Exec 2,Add'l Policy Rep 1,Add'l Policy Rep 2,Policy Sales Center Rep 1,Policy Sales Center Rep 2,Policy Id
8/13/2021,75023827,2/13/2021,02/13/2021 - 08/13/2021,,"Crist, Dominic",Dach-Mosciski,Insurance,34525,Orange Park,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,568.91,543,Agency,"Drummond, Linda",,Erwin Insurance LLC,Jacksonville,Personal,Private Client,AUTOP,"Blanco, Rafael ",,(904)5626313 Ext:,blancor1@comcast.net,(904)5883407 Ext:,P,,,,,,,a09e8c8c-c157-404b-8423-7282cd5aaf09
8/13/2021,831721233,2/13/2021,02/13/2021 - 08/13/2021,,"Zulauf, Williams",Dach-Mosciski,Insurance,7006,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1587,1587,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Harrison, Denise ",,,jwdlh87@comcast.net,(904)2330118 Ext:,P,,,,,,,2c11bd48-ab90-4d27-879e-e8870d1a3a87
8/13/2021,6.35E+13,8/13/2020,08/13/2020 - 08/13/2021,,"Haag, Lesli","Braun, Bartell and Bergstrom",Insurance,12602,Jacksonville,FL,Universal P&C Ins Co,,Premium Finance,Active,HOME,Homeowners,2340 Palmdale St,Direct bill,1463,1490,Agency,"Unverferth, Adrienne",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,Atlas PF 10139684,,,,,P,,,,,,,c54976fa-db11-4c1e-b750-707969951710
8/13/2021,8590664392,8/13/2020,08/13/2020 - 08/13/2021,,"Willms, Deangelo",Stracke-Schaefer,Brokerage,19503,Jacksonville,FL,RLI Insurance Co,,,Renewed,PUMBR,Umbrella (P),,Direct bill,0,0,"Alexander, John",Agency,,Erwin Insurance LLC,Jacksonville,Personal,Private Client,PUMBR,"Nimnicht, Elizabeth 'Anne' P",,(904)3874041 Ext:,apnimnicht@aol.com,(904)7338048 Ext:,P,,,,,,,c732c9eb-ffeb-4a97-aa03-b59d8e01450d
8/14/2021,214786541,2/14/2021,02/14/2021 - 08/14/2021,,"Hintz, Verena",Dach-Mosciski,Insurance,8501,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1060.04,1076,Agency,"Russ, Bonnie",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Axson, Willie ",(820)3686558 Ext:,(904)6938482 Ext:,,,P,,,,,,,002719aa-c37b-4859-b195-dc24f2f928ac
8/14/2021,4.46E+13,2/14/2021,02/14/2021 - 08/14/2021,,"Homenick, Francene","Bashirian, Simonis and Cremin",Insurance,5468,Orange Park,FL,Mercury Indemnity of America,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,813,813,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Mcgarva, Andrea ",,,andrea.mcgarva2@hcahealthcare.com,(904)7628355 Ext:,P,,,,,,,45758c97-7656-4d33-98fc-0e7c28243ba8
8/14/2021,181424244,2/14/2021,02/14/2021 - 08/14/2021,,"Keebler, Lon",Dach-Mosciski,Insurance,22820,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,UM STACKED SL 8/14/20 APP,Direct bill,480,480,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,Grace VanHouten(Mail docs to property address also!),,,gvhjax@gmail.com,(904)9108813 Ext: Grace,P,,,,,,,a834ce32-d4c0-47fe-8837-58764cc7821e
8/14/2021,455466131,8/14/2020,08/14/2020 - 08/14/2021,,"Keebler, Lon",Jenkins-Fay,Insurance,22820,JACKSONVILLE,FL,ASI Preferred,,,Renewed,HOME,Homeowners,2926 Lakeshore Blvd,Direct bill,1412,1412,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,Grace VanHouten(Mail docs to property address also!),,,gvhjax@gmail.com,(904)9108813 Ext: Grace,P,,,,,,,6105f0cd-ef57-41c3-8847-a83ff0b7a88a
8/14/2021,4377611,2/14/2021,02/14/2021 - 08/14/2021,,"Bins, Ferdinand",Dach-Mosciski,Insurance,23075,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,FR44 428596604,Direct bill,1557.58,1557,Agency,"Russ, Bonnie",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Griffin, Julius and Yolanda ",(701)5490856 Ext:,,griffin.julius1958@gmail.com,,P,,,,,,,9cb1aac4-310c-4750-878e-e324cba952a1
8/14/2021,36692042827,8/14/2020,08/14/2020 - 08/14/2021,,"Funk, Modesta","Braun, Bartell and Bergstrom",Insurance,23134,Jacksonville,FL,Universal P&C Ins Co,,,Renewed,HOME,Homeowners,1414 Elmar Rd.,Direct bill,1881,1881,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Drury, Richard ",(330)2247987 Ext:,,rickdrury1@gmail.com,(904)6991286 Ext:,P,,,,,,,feb3aca1-5798-412c-bf73-93ab3618c20e
8/14/2021,6247009,8/14/2020,08/14/2020 - 08/14/2021,,"Runolfsson, Alane",Ortiz Group,Insurance,12623,Jacksonville,FL,Citizen's Property Insurance,,Premium Finance,Renewed,HOME,Homeowners,6524 Pine Summit Dr (WC42256),Direct bill,1424,1668,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,Tina Parker,,,tina.parker@bnymellon.com,(904)6311280 Ext:,P,,,,,,,959bc73a-5486-40bc-b1d5-5a070261c2e9
8/14/2021,24531161,8/14/2020,08/14/2020 - 08/14/2021,,"Howe, Margurite",Jenkins-Fay,Insurance,30292,JACKSONVILLE,FL,American Strategic Insurance (ASI),,Mortgagee Bill,Renewed,HOME,Homeowners,1625 Shirl Ln,Direct bill,1589,1589,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Reier, Christopher & Natalie ",,,reierc@nfl.jaguars.com,(904)7386166 Ext:,P,,,,,,,4e886009-9e32-4c0b-9c10-b8dfb3083991
8/14/2021,3559104,8/14/2020,08/14/2020 - 08/14/2021,,"Altenwerth, Jule",Ortiz Group,Insurance,35031,Jacksonville,FL,Citizen's Property Insurance,,Mortgagee Bill,Active,HOME,Homeowners,5325 Fremont St,Direct bill,912,0,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Reier, Ernest ",,,reierjr@icloud.com,(904)3388174 Ext:,P,,,,,,,c320ef6c-4853-4f74-88f7-067d7a49cd87
8/14/2021,52213117,2/14/2021,02/14/2021 - 08/14/2021,,"Spinka, Carl",Dach-Mosciski,Insurance,3958,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,563,563,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Le, Jimmy ",(145)0406358 Ext:,,lejemail@yahoo.com,,P,,,,,,,09242ec1-e193-4ce0-a2e5-cb7a574d1979
8/14/2021,81918433,2/14/2021,02/14/2021 - 08/14/2021,,"Osinski, Billie",Dach-Mosciski,Insurance,12750,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,868,868,Agency,"Unverferth, Adrienne",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Kelsey, Charles ",(199)8848033 Ext:,,roadmaster69@msn.com,(904)5454674 Ext:,P,,,,,,,45610677-554c-49bc-a8d3-1f5ada655ced
8/14/2021,12925377,2/14/2021,02/14/2021 - 08/14/2021,,"Kohler, Nanci",Dach-Mosciski,Insurance,32867,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,824,824,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,DPB#426726-2/02248135(1/18/17-2018),,,,,P,,,,,,,833f496a-4673-421d-913d-1b8d71989226
8/15/2021,285005510,2/15/2021,02/15/2021 - 08/15/2021,,"Kutch, Vince",Dach-Mosciski,Insurance,34784,Ponte Vedra Beach,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,705,705,Agency,"Russ, Bonnie",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Kelly, Jennifer L",(018)6984710 Ext:,,fragglesrock13@gmail.com,,P,,,,,,,03373a56-1265-42cd-bf20-7a696ac2908c
8/15/2021,746872239,2/15/2021,02/15/2021 - 08/15/2021,,"Stokes, Ronni",Dach-Mosciski,Insurance,34425,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,2310.27,2068,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Joyce, James",,,jjoyce422@gmail.com,(315)7517428 Ext:,P,,,,,,,869176de-90d3-40cd-b993-11bacab291db
8/15/2021,8906391220,8/15/2020,08/15/2020 - 08/15/2021,,"Schultz, Greta","Schoen, Treutel and Willms",Insurance,7612,DECATUR,IN,Wright National Flood Insurance Co.,,,Renewed,FLOOD,Flood,8877 Taurus Cir N-Flood,Direct bill,776,776,Agency,"Unverferth, Adrienne",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,FLOOD,"Kelley, William & Doug",(664)5172158 Ext:,,dkelley887767@gmail.com,(260)2234675 Ext: Doug mom,P,,,,,,,6078253c-de1e-4ae0-8b0b-2530011fee76
8/15/2021,328203113,8/15/2020,08/15/2020 - 08/15/2021,,"Hermann, Ferne","Ullrich, Toy and Schmidt",Insurance,28782,Jacksonville,FL,Heritage Insurance Company,,Mortgagee Bill,Renewed,HOME,Homeowners,6532 Harlow Blvd,Direct bill,709,736,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Carr, Jerald ",(771)8044885 Ext:,(904)3542530 Ext:,carrmann48@yahoo.com,(904)3433862 Ext:,P,,,,,,,a415242f-3075-47fa-9ffc-3c92fd1be87b
8/15/2021,4890226177,8/15/2020,08/15/2020 - 08/15/2021,DBA: G & C Real Estate Ventures LLC,"Gibson, Parthenia","Paucek, Klein and Ritchie",Insurance,22306,Marietta,GA,American Bankers Ins. Co,,,Renewed,FLOOD,Flood,Flood Lantana Lakes,Direct bill,0,0,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,FLOOD,"Chambers, Robert ",(225)0775774 Ext:,,rchambers283@yahoo.com,,P,,,,,,,ce37235d-8bbc-4c03-91f2-ef9dfd92046d
8/15/2021,9.29E+11,8/15/2020,08/15/2020 - 08/15/2021,,"Collins, Ernest",Breitenberg and Sons,Brokerage,29886,Jacksonville,FL,AXA Convex,,Premium Finance,Renewed,DFIRE,Dwelling Fire,1432 W 7th St (WC42854),Agency bill,1421.6,0,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,DFIRE,"Davis, William K",(731)3937512 Ext:,,wadavis96@gmail.com,,P,,,,,,,0aac6781-712a-4016-aff3-906405e7770f
8/15/2021,667371713,8/15/2020,08/15/2020 - 08/15/2021,,"Schoen, Tai",Lehner LLC,Brokerage,24163,Jacksonville,FL,Lloyd's of London,,Premium Finance,Renewed,DFIRE,Dwelling Fire,5165 Camille Ave (WC42154),Agency bill,759.05,0,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,DFIRE,"Starling, Brenda ",(338)0123071 Ext:,,brendastarling982@gmail.com,,P,,,,,,,caf23fe5-44a3-4812-baf8-744487c31f27
8/15/2021,8.03E+16,8/15/2020,08/15/2020 - 08/15/2021,Law Offices of Karen Winston,,"Osinski, Becker and Bergnaum",Insurance,33503,Jacksonville,FL,Ohio Security Ins Co,,,Renewed,BOPGL,BOP Liability,,Direct bill,1076,0,"Alexander, John",Agency,,Erwin Insurance LLC,Jacksonville,Commercial,Commercial Services,"BOPGL,BOPPR",Ernest Joseph,,,joseph@kwinstonlaw.com,(786)9553584 Ext:,C,,,,,,,561376c4-869f-4368-914a-685f12561653
8/15/2021,14385655,2/15/2021,02/15/2021 - 08/15/2021,,"Hilll, Shelton",Dach-Mosciski,Insurance,8002,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1426.52,1401,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Ebersol, Jason ",,,jasonebersol@yahoo.com,(904)8873219 Ext:,P,,,,,,,c615bdb2-30cb-4871-8f2e-a4fbbc34097b
8/15/2021,297111337,8/15/2020,08/15/2020 - 08/15/2021,,"Hamill, German",Dach-Mosciski,Insurance,27148,Jacksonville,FL,Progressive Corporation,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,882,882,Agency,"Drummond, Linda",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Mann, Rubye C",(506)8782942 Ext:,,,,P,,,,,,,0a538871-2b91-4320-8047-bd3765a20f39
8/15/2021,51061448390,2/15/2021,02/15/2021 - 08/15/2021,,"Kertzmann, Calandra",Lind Inc,Insurance,34888,Jacksonville,FL,Integon Preferred,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,892,892,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"McCormack, Emma ",(120)6077041 Ext:,,eem0021@auburn.edu,,P,,,,,,,f738401b-b275-40de-9dd4-d8408d53d971
8/15/2021,65279308,2/15/2021,02/15/2021 - 08/15/2021,,"Zemlak, Jeffrey",Dach-Mosciski,Insurance,5732,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1569,1569,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Gunsaullus, Melita ",(193)6321590 Ext:,(904)2714324 Ext:,,,P,,,,,,,9dfd5ddf-6b64-4936-b0b7-4ea13cd67427
8/15/2021,86705232388,8/15/2020,08/15/2020 - 08/15/2021,,"Mraz, Bethanie","Braun, Bartell and Bergstrom",Insurance,21556,Jacksonville,FL,Universal P&C Ins Co,,,Renewed,HOME,Homeowners,4411 Bedivere Rd,Direct bill,1767,1794,Agency,"Unverferth, Adrienne",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,NEED CORRECT PHONE NUMBER'S,,,,,P,,,,,,,713a394f-334a-4b57-9272-fc397b0f96e7
8/15/2021,8.16E+12,8/15/2020,08/15/2020 - 08/15/2021,,"Quitzon, Rod",Thompson-O'Hara,Brokerage,29788,Jacksonville,FL,American Reliable Ins Co,,,Active,MHOME,Mobile Homeowners,1563 Howard Rd,Direct bill,0,0,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,MHOME,"Brown, Nan ",(222)1776015 Ext:,,,,,,,,,,,91987f83-6865-4527-8965-b6e1fbbecc41
8/15/2021,4557670857,8/15/2020,08/15/2020 - 08/15/2021,,"Runte, Lora",Dach-Mosciski,Insurance,4203,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,ATV,Direct bill,772,772,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Bryan, John ",,,,(904)8131291 Ext:,P,,,,,,,5692c97c-5045-4249-b6d7-fd9d004b947e
8/15/2021,383782172,2/15/2021,02/15/2021 - 08/15/2021,,"O'Connell, Trenton",Dach-Mosciski,Insurance,34551,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,334,334,Agency,"Unverferth, Adrienne",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Pinkerton, Daniel L",(022)8117602 Ext:,,none,,P,,,,,,,3ae76fdb-5f2c-4a98-831e-74b40b7ff273
8/15/2021,4.90E+11,8/15/2020,08/15/2020 - 08/15/2021,,"Marks, Roxann",Breitenberg and Sons,Brokerage,22950,Middleburg,FL,Lloyds of London,,Premium Finance,Renewed,DFIRE,Dwelling Fire,1339 & 1343 W 15th St-PENDING,Agency bill,3144.65,3144.65,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,DFIRE,"Ramos, Roberto ",,,ramos1243@comcast.net,(904)8745182 Ext:,P,,,Agency,,,,689b0d31-50d2-419a-8fad-f44cd47d4c44
8/15/2021,266226453,2/15/2021,02/15/2021 - 08/15/2021,,"Donnelly, Arlie",Dach-Mosciski,Insurance,1840,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,Auto,Direct bill,809,809,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Meridth, Charles ",(255)7812541 Ext:,(904)3605282 Ext:,chuck.meridth@crowley.com,(904)3386604 Ext:,P,,,,,,,d132f7f1-30e3-47f0-8071-44bad55ebd7a
8/15/2021,68967113,2/15/2021,02/15/2021 - 08/15/2021,,"Kihn, Evelia",Boehm Group,Insurance,29405,JACKSONVILLE,FL,Safeco Insurance Company of Illinois,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,882.1,882.1,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"FLOYD, LARRY ",(213)4474420 Ext:,,ann@kevinfloydphotography.com,(904)8138189 Ext: Larry,P,,,,,,,a1edeb40-e4c2-4900-9ec6-76a363b83705
8/15/2021,5.69E+11,8/15/2020,08/15/2020 - 08/15/2021,,"Koepp, Sang",Bailey LLC,Brokerage,34559,Palm Coast,FL,Lloyds of London,,,Renewed,CPL,Comp Personal Liability,canine liability,Agency bill,525.52,0,Agency,"Drummond, Linda",,Erwin Insurance LLC,Jacksonville,Personal,Private Client,CPL,"Nikzad, Michael ",,(301)7937274 Ext: Sarah,mnikzad@aol.com,(386)8643674 Ext: Mike,P,,,,,,,50bc0525-8980-40e8-847f-38203af28cd2
8/15/2021,354733586,8/15/2020,08/15/2020 - 08/15/2021,,"McClure, Reggie","Ullrich, Toy and Schmidt",Insurance,22402,Jacksonville,FL,Heritage Property & Casualty,,,Renewed,HOME,Homeowners,7656 Windward Way W,Direct bill,2083,2110,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Gorday, Victor ",(652)0008477 Ext:,(904)2376141 Ext:,vgorday@comcast.net,,P,,,,,,,f53794f3-dc3f-4a24-9a80-732ef6e88664
8/16/2021,15258757,8/16/2020,08/16/2020 - 08/16/2021,,"Walter, Galen",Jenkins-Fay,Insurance,30234,JACKSONVILLE,FL,ASI Preferred,,,Renewed,HOME,Homeowners,6829 Ramoth Dr,Direct bill,2083,2083,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Newman, Jesse",,,,,P,,,,,,,17085e34-a8ee-4e83-9bf3-9f85137b708b
8/16/2021,3.11E+11,8/16/2020,08/16/2020 - 08/16/2021,,"Terry, Francis",Breitenberg and Sons,Brokerage,23481,Jacksonville,FL,Lloyds of London,,,Renewed,DFIRE,Dwelling Fire,10221 Beam St,Agency bill,866.15,866.15,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,DFIRE,"Fowler, Eva L",(771)2863773 Ext:,,evalfowler@comcast.net,(904)7070917 Ext:,P,,,,,,,3b50b2ef-c9eb-4eab-8c63-f7a6a8d184a8
8/16/2021,6.86E+11,2/16/2021,02/16/2021 - 08/16/2021,,"Murray, Moon",Schiller Group,Insurance,1720,JACKSONVILLE,FL,Security National Ins Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,2215,2215,Agency,"Russ, Bonnie",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Foreman, Elgin ",(995)1581502 Ext:,(904)2391161 Ext:,eforeman0130@gmail.com,(904)3510554 Ext:,P,,,,,,,78a4eaa6-eb29-4217-9895-9eff9f345c14
8/16/2021,3135542,8/16/2020,08/16/2020 - 08/16/2021,"Trustline Mortgage, Inc. ",,"Osinski, Becker and Bergnaum",Insurance,288,Jacksonville,FL,The Ohio Casualty Ins Co,,,Renewed,FIDFG,Fidelity & Forgery,,Direct bill,1784,0,"Alexander, John",Agency,,Erwin Insurance LLC,Jacksonville,Commercial,Commercial Services,FIDFG,"Tyre, Allen",,,atyre@trustlinemortgage.com,,C,,,,,,,13ecb4e0-6771-4bc1-8b12-741fca683bef
8/16/2021,6162376524,8/16/2020,08/16/2020 - 08/16/2021,,"Farrell, Henry",Mitchell Inc,Brokerage,35049,Jacksonville,FL,Safe Harbor Ins. Co.,,,Renewed,HOME,Homeowners,2818 Ruth Dr,Direct bill,927,0,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Valls, Rebbecka ",,,landaempinder@gmail.com,(904)5991184 Ext:,P,,,,,,,64bb6d8c-5e2d-4226-bf69-75000e222a97
8/16/2021,4.13E+13,2/16/2021,02/16/2021 - 08/16/2021,,"Runte, Forrest","Bashirian, Simonis and Cremin",Insurance,24694,Jacksonville,FL,Mercury Indemnity of America,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,946,946,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,JoAnn Queen,,,,(904)3273835 Ext:,P,,,,,,,f7b857d3-12c1-4030-ab46-6405fef1dfdd
8/16/2021,3.36E+17,8/16/2020,08/16/2020 - 08/16/2021,"North Florida Automotive, Inc DBA: North Florida Automotive & Fleet",,Goyette Group,Insurance,22541,Jacksonville,FL,The Travelers Indemnity Company of America,,,Renewed,GARAG,Garage & Dealers,,Direct bill,0,0,"Alexander, John",Agency,,Erwin Insurance LLC,Jacksonville,Commercial,Business Unit,GARAG,Jenny Bell,,,,,C,,,,,,,f6b23f5d-26a0-44ac-93c4-7b567518ee04
8/16/2021,840603335,8/16/2020,08/16/2020 - 08/16/2021,,"Franecki, Jonell",Lehner LLC,Brokerage,29814,Jacksonville,FL,Lloyd's of London,,,Renewed,DFIRE,Dwelling Fire,2111 Lake Shore Blvd,Agency bill,934.4,0,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,DFIRE,"Carter, Jackie ",,,jaciland4@gmail.com,(904)4159876 Ext:,P,,,,,,,fce8b1d3-9156-4135-82fd-1510d63845c0
8/16/2021,7153067168,8/16/2020,08/16/2020 - 08/16/2021,,"Rogahn, Benita","Schoen, Treutel and Willms",Insurance,11660,JACKSONVILLE,FL,Wright National Flood Insurance Co.,,,Renewed,FLOOD,Flood,786 Linda Dr N Jax 32208,Direct bill,794,794,Agency,"Unverferth, Adrienne",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,FLOOD,"Rivera, Miguel ",,,,(904)2353641 Ext:,P,,,,,,,b451affa-12df-4be3-a138-52196b8b43b5
8/16/2021,231542407,2/16/2021,02/16/2021 - 08/16/2021,,"Sipes, Melvin",Dach-Mosciski,Insurance,22928,St Augustine,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,UM 10/20 NS,Direct bill,1838.92,1881,Agency,"Russ, Bonnie",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Russ, Joesph F III",,,jruss3rd@yahoo.com,(904)5201157 Ext:,,,,,,,,ab05ec8d-e0ba-4ba8-aed3-fea73377622c
8/16/2021,31722511,8/16/2020,08/16/2020 - 08/16/2021,,"Hamill, Wilbert",Jenkins-Fay,Insurance,35325,GREEN COVE SPRINGS,FL,American Strategic Insurance,,Mortgagee Bill,Renewed,HOME,Homeowners,3698 Summit Oaks Dr,Direct bill,1507,1507,Agency,"Drummond, Linda",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Sheppard, Hanna",,,hanna.e.sheppard@gmail.com,,P,,,,,,,18973351-4458-4929-add9-1ea095e7a6df
8/16/2021,7.56E+15,8/16/2020,08/16/2020 - 08/16/2021,,"Rippin, Saul",Ryan-Braun,Insurance,32988,Jacksonville,FL,Federated National Ins Co,,Mortgagee Bill,Renewed,HOME,Homeowners,3620 Paleface Place,Direct bill,1962,1962,Agency,"Unverferth, Adrienne",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Seide, Edriss & Raquel ",(485)5845611 Ext:,,rraquel@comcast.net,(904)4034728 Ext: Raquel,,,,,,,,4256e565-e637-43b0-a566-642b8c081981
8/16/2021,61230834,2/16/2021,02/16/2021 - 08/16/2021,,"Waters, Pamila",Dach-Mosciski,Insurance,28669,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1965.34,2055,Agency,"Russ, Bonnie",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Johnson, Michelle ",(743)0502673 Ext:,,,,P,,,,,,,c538b8ad-6754-42ed-ba97-7cb017ee6a86
8/16/2021,15236812,2/16/2021,02/16/2021 - 08/16/2021,,"Yundt, Elinore",Dach-Mosciski,Insurance,29860,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1069,1069,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Covington, Harry ",(331)7140103 Ext:,,,(904)4424162 Ext:,P,,,,,,,d0914856-193f-46fa-9431-96693d36b367
8/17/2021,51036020746,8/17/2020,08/17/2020 - 08/17/2021,,"Langosh, Ward","Braun, Bartell and Bergstrom",Insurance,21569,Jacksonville,FL,Universal P&C Ins Co,,,Renewed,HOME,Homeowners,1457 E 30th St Jax Fl 32206,Direct bill,1726,1753,Agency,"Unverferth, Adrienne",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"KING, EDWINA B",(564)2233281 Ext:,,FULL PAY/ESCROW ACCT,,,,,,,,,a1f1aa8a-cbbc-4dcf-8b61-b2943ce3e358
8/17/2021,202254373,8/17/2020,08/17/2020 - 08/17/2021,,"Hamill, Wilbert",Dach-Mosciski,Insurance,35325,Green Cove Springs,FL,Progressive Corporation,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1197.8,3029,Agency,"Drummond, Linda",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Sheppard, Hanna",,,hanna.e.sheppard@gmail.com,,P,,,,,,,36ad768c-c305-44c5-9ffc-6cd961f59ae1
8/17/2021,362631674,2/17/2021,02/17/2021 - 08/17/2021,"Fenolad's Installer Flooring, Inc. ","Barton, Aileen",Dach-Mosciski,Insurance,27644,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,675,675,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Gonzalez, Cristian",,,,(904)6541350 Ext:,"P, C",,,,,,,1b7dcf9e-053d-4c41-8e6f-ae5d04452511
